0,2021-12-01 19:10:07.819970,MOTOR_X move -30mm for 1 cycles with speed50mm/s and accel 5 mm/s2,,
0,2021-12-01 19:10:11.221782,MOTOR_X moved -30 mm,442,"-0082.44,-82.4449"
0,2021-12-01 19:10:11.331123,MOTOR_X move -30mm for 6 cycles with speed50mm/s and accel 5 mm/s2,,
0,2021-12-01 19:10:14.739927,MOTOR_X moved -30 mm,412,"-0052.42,-52.4244"
0,2021-12-01 19:10:18.126893,MOTOR_X moved -30 mm,382,"-0022.49,-22.4931"
0,2021-12-01 19:10:21.532491,MOTOR_X moved -30 mm,352,"+0007.43,+07.4348"
0,2021-12-01 19:10:24.911221,MOTOR_X moved -30 mm,322,"+0037.43,+37.4305"
0,2021-12-01 19:10:28.314230,MOTOR_X moved -30 mm,292,"+0067.39,+67.3884"
0,2021-12-01 19:10:31.694704,MOTOR_X moved -30 mm,262,"+0097.37,+97.3661"
0,2021-12-01 19:10:31.694704,MOTOR_X move 30mm for 6 cycles with speed50mm/s and accel 5 mm/s2,,
0,2021-12-01 19:10:35.081315,MOTOR_X moved 30 mm,292,"+0067.38,+67.3786"
0,2021-12-01 19:10:38.462545,MOTOR_X moved 30 mm,322,"+0037.44,+37.4354"
0,2021-12-01 19:10:41.827107,MOTOR_X moved 30 mm,352,"+0007.43,+07.4310"
0,2021-12-01 19:10:45.197127,MOTOR_X moved 30 mm,382,"-0022.47,-22.4683"
0,2021-12-01 19:10:48.568275,MOTOR_X moved 30 mm,412,"-0052.37,-52.3715"
0,2021-12-01 19:10:51.956300,MOTOR_X moved 30 mm,442,"-0082.42,-82.4216"
0,2021-12-01 19:10:51.956300,MOTOR_X move -30mm for 6 cycles with speed50mm/s and accel 5 mm/s2,,
0,2021-12-01 19:10:55.357197,MOTOR_X moved -30 mm,412,"-0052.42,-52.4227"
0,2021-12-01 19:10:58.740835,MOTOR_X moved -30 mm,382,"-0022.49,-22.4871"
0,2021-12-01 19:11:02.137354,MOTOR_X moved -30 mm,352,"+0007.43,+07.4264"
0,2021-12-01 19:11:05.528567,MOTOR_X moved -30 mm,322,"+0037.43,+37.4271"
0,2021-12-01 19:11:08.922647,MOTOR_X moved -30 mm,292,"+0067.37,+67.3740"
0,2021-12-01 19:11:12.303666,MOTOR_X moved -30 mm,262,"+0097.37,+97.3736"
0,2021-12-01 19:11:12.303666,MOTOR_X move 30mm for 6 cycles with speed50mm/s and accel 5 mm/s2,,
0,2021-12-01 19:11:15.673806,MOTOR_X moved 30 mm,292,"+0067.38,+67.3772"
0,2021-12-01 19:11:19.067767,MOTOR_X moved 30 mm,322,"+0037.43,+37.4329"
0,2021-12-01 19:11:22.437085,MOTOR_X moved 30 mm,352,"+0007.43,+07.4335"
0,2021-12-01 19:11:25.812341,MOTOR_X moved 30 mm,382,"-0022.47,-22.4670"
0,2021-12-01 19:11:29.177954,MOTOR_X moved 30 mm,412,"-0052.38,-52.3803"
0,2021-12-01 19:11:32.566829,MOTOR_X moved 30 mm,442,"-0082.42,-82.4219"
0,2021-12-01 19:11:32.566829,MOTOR_X move -30mm for 6 cycles with speed50mm/s and accel 5 mm/s2,,
0,2021-12-01 19:11:35.985526,MOTOR_X moved -30 mm,412,"-0052.43,-52.4264"
0,2021-12-01 19:11:39.371627,MOTOR_X moved -30 mm,382,"-0022.49,-22.4880"
0,2021-12-01 19:11:42.771531,MOTOR_X moved -30 mm,352,"+0007.43,+07.4323"
0,2021-12-01 19:11:46.164440,MOTOR_X moved -30 mm,322,"+0037.43,+37.4305"
0,2021-12-01 19:11:49.560340,MOTOR_X moved -30 mm,292,"+0067.38,+67.3778"
0,2021-12-01 19:11:52.954901,MOTOR_X moved -30 mm,262,"+0097.36,+97.3648"
0,2021-12-01 19:11:52.954901,MOTOR_X move 30mm for 6 cycles with speed50mm/s and accel 5 mm/s2,,
0,2021-12-01 19:11:56.343903,MOTOR_X moved 30 mm,292,"+0067.38,+67.3751"
0,2021-12-01 19:11:59.720610,MOTOR_X moved 30 mm,322,"+0037.43,+37.4302"
0,2021-12-01 19:12:03.134076,MOTOR_X moved 30 mm,352,"+0007.43,+07.4307"
0,2021-12-01 19:12:06.517030,MOTOR_X moved 30 mm,382,"-0022.47,-22.4686"
0,2021-12-01 19:12:09.895008,MOTOR_X moved 30 mm,412,"-0052.39,-52.3932"
0,2021-12-01 19:12:13.297911,MOTOR_X moved 30 mm,442,"-0082.40,-82.3989"
0,2021-12-01 19:12:13.297911,MOTOR_X move -30mm for 6 cycles with speed50mm/s and accel 5 mm/s2,,
0,2021-12-01 19:12:16.706309,MOTOR_X moved -30 mm,412,"-0052.43,-52.4339"
0,2021-12-01 19:12:20.089084,MOTOR_X moved -30 mm,382,"-0022.47,-22.4724"
0,2021-12-01 19:12:23.488238,MOTOR_X moved -30 mm,352,"+0007.44,+07.4442"
0,2021-12-01 19:12:26.891099,MOTOR_X moved -30 mm,322,"+0037.44,+37.4411"
0,2021-12-01 19:12:30.287380,MOTOR_X moved -30 mm,292,"+0067.38,+67.3817"
0,2021-12-01 19:12:33.685172,MOTOR_X moved -30 mm,262,"+0097.38,+97.3759"
0,2021-12-01 19:12:33.685172,MOTOR_X move 30mm for 6 cycles with speed50mm/s and accel 5 mm/s2,,
0,2021-12-01 19:12:37.064208,MOTOR_X moved 30 mm,292,"+0067.39,+67.3862"
0,2021-12-01 19:12:40.462564,MOTOR_X moved 30 mm,322,"+0037.44,+37.4424"
0,2021-12-01 19:12:43.843954,MOTOR_X moved 30 mm,352,"+0007.44,+07.4448"
0,2021-12-01 19:12:47.212472,MOTOR_X moved 30 mm,382,"-0022.46,-22.4599"
0,2021-12-01 19:12:50.592814,MOTOR_X moved 30 mm,412,"-0052.38,-52.3799"
0,2021-12-01 19:12:53.962838,MOTOR_X moved 30 mm,442,"-0082.41,-82.4118"
0,2021-12-01 19:12:53.962838,MOTOR_X move -30mm for 6 cycles with speed50mm/s and accel 5 mm/s2,,
0,2021-12-01 19:12:57.364110,MOTOR_X moved -30 mm,412,"-0052.42,-52.4198"
0,2021-12-01 19:13:00.768941,MOTOR_X moved -30 mm,382,"-0022.48,-22.4823"
0,2021-12-01 19:13:04.168093,MOTOR_X moved -30 mm,352,"+0007.45,+07.4455"
0,2021-12-01 19:13:07.555718,MOTOR_X moved -30 mm,322,"+0037.44,+37.4406"
0,2021-12-01 19:13:10.929532,MOTOR_X moved -30 mm,292,"+0067.38,+67.3843"
0,2021-12-01 19:13:14.311810,MOTOR_X moved -30 mm,262,"+0097.38,+97.3775"
0,2021-12-01 19:13:14.311810,MOTOR_X move 30mm for 6 cycles with speed50mm/s and accel 5 mm/s2,,
0,2021-12-01 19:13:17.697214,MOTOR_X moved 30 mm,292,"+0067.39,+67.3860"
0,2021-12-01 19:13:21.085138,MOTOR_X moved 30 mm,322,"+0037.44,+37.4400"
0,2021-12-01 19:13:24.465962,MOTOR_X moved 30 mm,352,"+0007.44,+07.4449"
0,2021-12-01 19:13:27.834461,MOTOR_X moved 30 mm,382,"-0022.47,-22.4690"
0,2021-12-01 19:13:31.220216,MOTOR_X moved 30 mm,412,"-0052.39,-52.3923"
0,2021-12-01 19:13:34.583239,MOTOR_X moved 30 mm,442,"-0082.42,-82.4158"
0,2021-12-01 19:13:34.583239,MOTOR_X move -30mm for 6 cycles with speed50mm/s and accel 5 mm/s2,,
